date,province,district,subdist,village,hi,ci,bi
2014-2,เพชรบุรี,แก่งกระจาน,แก่งกระจาน,หนองหงษ์,1,0.19,1
2014-2,เพชรบุรี,แก่งกระจาน,แก่งกระจาน,ท่าเรือ,0,0,0
2014-2,มุกดาหาร,คำชะอี,บ้านค้อ,โคก,0,0,0
2014-2,มุกดาหาร,คำชะอี,บ้านเหล่า,หนองหญ้าปล้อง,0,0,0
2014-2,มุกดาหาร,ดงหลวง,กกตูม,แก่งนาง,0,0,0
2014-2,มุกดาหาร,ดงหลวง,กกตูม,ศรีถาวรพนา,0,0,0
2014-2,มุกดาหาร,นิคมคำสร้อย,หนองแวง,หนองกระโซ่,0,0,0
2014-2,มุกดาหาร,หนองสูง,โนนยาง,งิ้ว,0,0,0
2014-2,มุกดาหาร,หนองสูง,โนนยาง,งิ้ว,0,0,0
2014-2,มุกดาหาร,หนองสูง,โนนยาง,วังนอง,0,0,0
2014-2,มุกดาหาร,หนองสูง,โนนยาง,วังนอง,0,0,0
2014-2,ยโสธร,เมืองยโสธร,หนองหิน,หนองบ่อ,0,0,0
2014-2,ราชบุรี,โพธาราม,คลองข่อย,คลองข่อย,6,0.96,6
2014-2,ราชบุรี,เมืองราชบุรี,คูบัว,คูบัว,12,1.59,12
2014-2,สมุทรปราการ,พระประแดง,ทรงคนอง,ทรงคนอง,0,0,0
2014-2,สมุทรปราการ,พระสมุทรเจดีย์,ในคลองบางปลากด,ในคลองบางปลากด,0,0,0
2014-2,สมุทรปราการ,เมืองสมุทรปราการ,แพรกษา,แพรกษา,7.5,6.82,7.5
2014-2,สมุทรสาคร,กระทุ่มแบน,ท่าไม้,ท่าไม้,15,4.68,28
2014-2,สุพรรณบุรี,บางปลาม้า,บางใหญ่,บางแม่หม้าย,18,3.86,18
2014-2,สุพรรณบุรี,บางปลาม้า,บางใหญ่,บางแม่หม้าย,10,2.41,14
2014-2,สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,ทุ่งคอก,16,2.37,16
