date,province,district,subdist,village,hi,ci,bi
2013-8,นครศรีธรรมราช,สิชล,ทุ่งใส,ตลาดเสาร์(เขาฝาย),40,5.4,75
2013-8,ราชบุรี,จอมบึง,จอมบึง,จอมบึง,0,0,0
2013-8,สมุทรสาคร,กระทุ่มแบน,บางยาง,บางยาง,0,0,0
2013-7,กระบี่,เขาพนม,เขาดิน,ช้างตาย,20,6.49,50
2013-7,กระบี่,เขาพนม,เขาดิน,ทับพรุ,23.33,2.99,23.33
2013-7,เชียงใหม่,แม่แตง,บ้านช้าง,ปางไม้แดง,40,8.62,50
2013-7,เชียงใหม่,แม่แตง,บ้านช้าง,ต้นลุง,60,9.92,120
2013-7,เชียงใหม่,แม่แตง,บ้านช้าง,ศรีดงเย็น,40,8.33,50
2013-7,นครปฐม,สามพราน,กระทุ่มล้ม,กระทุ่มล้ม,40,6.87,53.33
2013-7,นครปฐม,สามพราน,บางเตย,บางเตย,53.33,12.63,80
2013-7,ประจวบคีรีขันธ์,หัวหิน,หนองพลับ,ละเมาะ,76.67,25.99,263.33
2013-7,ประจวบคีรีขันธ์,หัวหิน,ห้วยสัตว์ใหญ่,ฟ้าประทาน,50,6.2,53.33
2013-7,เพชรบุรี,ท่ายาง,ท่าคอย,หนองขานาง,40,5.38,50
2013-7,เพชรบุรี,ท่ายาง,ท่าคอย,หนองประดู่,30,3.77,40
2013-7,เพชรบุรี,ท่ายาง,ท่าคอย,วังพลับ,50,8.65,90
2013-7,เพชรบุรี,ท่ายาง,ยางหย่อง,ยางหย่อง,0,0,0
2013-7,เพชรบุรี,ท่ายาง,ยางหย่อง,ท่าวาย,0,0,0
2013-7,เพชรบุรี,ท่ายาง,ยางหย่อง,ท่าโรงหีบ,10,4.55,10
2013-7,ราชบุรี,บ้านโป่ง,บ้านม่วง,บ้านม่วง,90,9.78,180
2013-7,ราชบุรี,บ้านโป่ง,ปากแรต,ปากแรต,40,4.92,270
2013-7,ลำพูน,แม่ทา,ทาแม่ลอบ,ปงแม่ลอบ,6.67,1.52,10
2013-7,สมุทรสงคราม,อัมพวา,ปลายโพงพาง,ปลายโพงพาง,10,29.51,180
2013-7,สมุทรสงคราม,อัมพวา,ปลายโพงพาง,วัดประชา,0,0,0
2013-7,สมุทรสงคราม,อัมพวา,ปลายโพงพาง,โคกเกตุ,40,4.44,60
2013-7,สมุทรสงคราม,อัมพวา,เหมืองใหม่,ปลายคลองเหมืองใหม่,20,8.75,70
2013-7,สมุทรสงคราม,อัมพวา,เหมืองใหม่,ปลายคลองอ้อม,0,0,0
2013-7,สมุทรสงคราม,อัมพวา,เหมืองใหม่,คลองวัว,20,4.59,50
2013-7,สมุทรสาคร,กระทุ่มแบน,บางยาง,บางยาง,36.67,9.44,73.33
2013-7,สุราษฎร์ธานี,กาญจนดิษฐ์,คลองสระ,ม่วงลีบ,26.67,15.29,43.33
2013-7,สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,ท่าทองใหม่,30,14.29,46.67
2013-6,กระบี่,เขาพนม,เขาดิน,ช้างตาย,23.33,5.05,36.67
2013-6,กระบี่,เขาพนม,เขาดิน,ทับพรุ,6.67,0.83,6.67
2013-6,กระบี่,คลองท่อม,ห้วยน้ำขาว,คลองแค,10,2.61,10
2013-6,กระบี่,คลองท่อม,ห้วยน้ำขาว,นา,7.5,1.92,7.5
2013-6,กระบี่,เมืองกระบี่,กระบี่น้อย,กระบี่น้อย,10,1.75,10
2013-6,กระบี่,เมืองกระบี่,กระบี่น้อย,น้ำจาน,35,11.76,60
2013-6,กระบี่,เมืองกระบี่,กระบี่น้อย,ห้วยเหรียง,7.5,1.82,10
2013-6,กระบี่,เมืองกระบี่,กระบี่น้อย,ควนเนียง,12.5,2.61,10
2013-6,กระบี่,เมืองกระบี่,ทับปริก,ทับปริก,7.5,1.57,7.5
2013-6,กระบี่,เมืองกระบี่,ทับปริก,ห้วยโต้,5,0.98,5
2013-6,กระบี่,เมืองกระบี่,ไสไทย,คลองจิลาด,5,0.93,2.5
2013-6,กระบี่,เมืองกระบี่,ไสไทย,คลองหิน,2.5,0.93,2.5
2013-6,กระบี่,เมืองกระบี่,หนองทะเล,หนองทะเล,2.5,0.51,2.5
2013-6,กระบี่,เหนือคลอง,เหนือคลอง,เหนือคลอง,5,1.44,7
2013-6,กาญจนบุรี,ท่าม่วง,ท่าล้อ,หนองสองตอน,43.33,9.63,103.33
2013-6,กาญจนบุรี,ท่าม่วง,วังศาลา,วังศาลา,66.67,14.83,130
2013-6,เชียงใหม่,หางดง,สบแม่ข่า,เกาะ,40,11.05,66.67
2013-6,นครปฐม,ดอนตูม,ดอนรวก,ดอนรวก,0,0,0
2013-6,นครปฐม,ดอนตูม,ดอนรวก,ดอนรวก,0,0,0
2013-6,นครปฐม,ดอนตูม,ดอนรวก,ดอนรวก,0,0,0
2013-6,นครปฐม,ดอนตูม,บ้านหลวง,บ้านหลวง,50,10.34,90
2013-6,นครปฐม,ดอนตูม,บ้านหลวง,บ้านหลวง,0,0,0
2013-6,นครปฐม,ดอนตูม,บ้านหลวง,บ้านหลวง,0,0,0
2013-6,นครศรีธรรมราช,ฉวาง,นาแว,นาแว,28,8.66,68
2013-6,นครศรีธรรมราช,ลานสกา,กำโลน,คีรีวง,3.33,0.47,3.33
2013-6,นครศรีธรรมราช,ลานสกา,กำโลน,วังไทร,6.67,0.45,3.33
2013-6,ประจวบคีรีขันธ์,ปราณบุรี,ปากน้ำปราณ,สุขสวัสดิ์,0,0,0
2013-6,เพชรบุรี,ชะอำ,หนองศาลา,เพชรบูรณ์,10,1.25,10
2013-6,เพชรบุรี,ชะอำ,หนองศาลา,หนองกระโดก,0,0,0
2013-6,เพชรบุรี,ชะอำ,หนองศาลา,ข่อยกลึงดุม,10,2.74,20
2013-6,เพชรบุรี,ชะอำ,ห้วยทรายเหนือ,ทุ่งหลวง,20,2.44,30
2013-6,เพชรบุรี,ชะอำ,ห้วยทรายเหนือ,ทุ่งเคล็ด,10,1.52,10
2013-6,เพชรบุรี,ชะอำ,ห้วยทรายเหนือ,ไร่ดินทอง,0,0,0
2013-6,มุกดาหาร,ดอนตาล,นาสะเม็ง,โคกพัฒนา,0,0,0
2013-6,มุกดาหาร,นิคมคำสร้อย,นาอุดม,สมสะอาด,0,0,0
2013-6,มุกดาหาร,นิคมคำสร้อย,หนองแวง,หนองแวง,0,0,0
2013-6,ลำพูน,ป่าซาง,บ้านเรือน,เจดีย์สามยอด,26.67,4.23,30
2013-6,สมุทรสงคราม,อัมพวา,บางแค,ปากคลองวัว,30,6.25,50
2013-6,สมุทรสงคราม,อัมพวา,บางแค,คลองบุญนาค,20,4.62,30
2013-6,สมุทรสงคราม,อัมพวา,บางแค,ปลายคลองบางแค,0,0,0
2013-6,สมุทรสงคราม,อัมพวา,ปลายโพงพาง,ปลายโพงพาง,30,2.44,20
2013-6,สมุทรสงคราม,อัมพวา,ปลายโพงพาง,ปลายโพงพาง,80,29.51,180
2013-6,สมุทรสงคราม,อัมพวา,ปลายโพงพาง,โคกเกตุ,20,9.23,60
2013-6,สุพรรณบุรี,ด่านช้าง,ด่านช้าง,โป่งค่าง,16.67,5.05,36.67
2013-6,สุพรรณบุรี,ด่านช้าง,หนองมะค่าโมง,ป่าสัก,43.33,12.59,120
2013-6,สุราษฎร์ธานี,กาญจนดิษฐ์,คลองสระ,ม่วงลีบ,43.33,24.04,83.33
2013-6,สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,ท่าทองใหม่,36.67,14.53,56.67
2013-6,อำนาจเจริญ,ชานุมาน,ชานุมาน,นาสีดาน้อย,0,0,0
2013-6,อำนาจเจริญ,ปทุมราชวงศา,คำโพน,คำโพน,0,0,0
2013-6,อำนาจเจริญ,ปทุมราชวงศา,คำโพน,คำโพน,0,0,0
2013-6,อำนาจเจริญ,เมืองอำนาจเจริญ,กุดปลาดุก,กุดน้ำคำ,0,0,0
2013-6,อำนาจเจริญ,เมืองอำนาจเจริญ,นายม,นาเยีย,0,0,0
2013-6,อำนาจเจริญ,ลืออำนาจ,แมด,เหล่าฝ้าย,0,0,0
2013-6,อำนาจเจริญ,ลืออำนาจ,ไร่ขี,เหล่าเลิง,0,0,0
2013-5,กระบี่,เกาะลันตา,ศาลาด่าน,ศาลาด่าน,5,1.47,5
2013-5,กระบี่,เขาพนม,เขาดิน,ช้างตาย,20,5.61,40
2013-5,กระบี่,เขาพนม,เขาดิน,ทับพรุ,13.33,1.6,10
2013-5,กระบี่,คลองท่อม,ทรายขาว,ทรายขาว,7,2.01,7
2013-5,กระบี่,เมืองกระบี่,หนองทะเล,หนองทะเล,15,3.83,26
2013-5,กาญจนบุรี,ท่าม่วง,รางสาลี่,สระกลอย,18,3.79,32
2013-5,กาญจนบุรี,ท่าม่วง,หนองตากยา,คอเขา,36,10.56,60
2013-5,กาญจนบุรี,ไทรโยค,ท่าเสา,ท่าเสา,34,5.75,44
2013-5,จันทบุรี,แก่งหางแมว,แก่งหางแมว,โป่งขนมจีน,0,0,0
2013-5,จันทบุรี,สอยดาว,ทุ่งขนาน,หนองบอน,6,1.15,8
2013-5,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,คลองนา,12,2.66,14
2013-5,ฉะเชิงเทรา,ราชสาส์น,ดงน้อย,ดงน้อย,52,13.25,95
2013-5,ชลบุรี,ศรีราชา,บ่อวิน,เขาขยาย,22,12.03,38
2013-5,ชุมพร,ท่าแซะ,รับร่อ,รับร่อ,0,0,0
2013-5,ชุมพร,ทุ่งตะโก,ทุ่งตะไคร,ทุ่งตะไคร,0,0,0
2013-5,ชุมพร,หลังสวน,บ้านควน,บ้านควน,0,0,0
2013-5,เชียงใหม่,แม่ริม,ดอนแก้ว,ศาลา,28,7.78,55
2013-5,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0
2013-5,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0
2013-5,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0
2013-5,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0
2013-5,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0
2013-5,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,40,7.14,50
2013-5,นครปฐม,นครชัยศรี,บางระกำ,บางระกำ,33,8.07,49
2013-5,นครปฐม,เมืองนครปฐม,สนามจันทร์,สนามจันทร์,9,2.16,14
2013-5,นครปฐม,สามพราน,คลองใหม่,คลองใหม่,15,2.88,18
2013-5,นครพนม,ธาตุพนม,โพนแพง,โพนแพง,0,0,0
2013-5,นครพนม,นาแก,นาเลียง,หนองคอง,0,0,0
2013-5,นครพนม,นาแก,หนองสังข์,หนองสังข์,0,0,0
2013-5,นครพนม,บ้านแพง,นาเข,นาเขเหนือ,0,0,0
2013-5,นครพนม,บ้านแพง,โพนทอง,นาดีหัวภู,0,0,0
2013-5,นครพนม,ปลาปาก,ปลาปาก,วังสิม,0,0,0
2013-5,นครพนม,ปลาปาก,มหาชัย,ดอนกลาง,0,0,0
2013-5,นครพนม,เรณูนคร,นางาม,นายอ,0,0,0
2013-5,นครศรีธรรมราช,ชะอวด,วังอ่าง,วังอ่าง,16,2.9,37
2013-5,นครศรีธรรมราช,ทุ่งสง,ที่วัง,บนควน,22,4.96,34
2013-5,นครศรีธรรมราช,บางขัน,บางขัน,บางขัน,7.5,3.04,17.5
2013-5,นครศรีธรรมราช,บางขัน,บางขัน,ควนประ,7.5,3.66,22.5
2013-5,นครศรีธรรมราช,บางขัน,บ้านนิคม,สมสรร,10,4.65,30
2013-5,นครศรีธรรมราช,บางขัน,วังหิน,วังหิน,5,3,20
2013-5,นครศรีธรรมราช,บางขัน,วังหิน,ทุ่งทับควาย,10,5.02,32.5
2013-5,นครศรีธรรมราช,พระพรหม,นาสาร,หนองเข้,8,2.65,16
2013-5,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,อ่างสำโรง,18,6.09,54
2013-5,นครศรีธรรมราช,ลานสกา,กำโลน,คีรีวง,10,1.79,13.33
2013-5,นครศรีธรรมราช,ลานสกา,กำโลน,วังไทร,6.67,0.96,6.67
2013-5,ประจวบคีรีขันธ์,ปราณบุรี,ปากน้ำปราณ,สุขสวัสดิ์,0,0,0
2013-5,ประจวบคีรีขันธ์,ปราณบุรี,วังก์พง,วังก์พง,23.33,8.51,53.33
2013-5,ปราจีนบุรี,กบินทร์บุรี,วังท่าช้าง,วังท่าช้าง,12.61,3.48,20.17
2013-5,ปราจีนบุรี,นาดี,ทุ่งโพธิ์,ทุ่งโพธิ์,13.11,3.97,19.67
2013-5,เพชรบุรี,บ้านลาด,สะพานไกร,สะพานไกร,0,0,0
2013-5,เพชรบุรี,บ้านลาด,สะพานไกร,สะพานไกร,20,10.71,60
2013-5,เพชรบุรี,บ้านลาด,สะพานไกร,ห้วยหลวง,0,0,0
2013-5,เพชรบุรี,บ้านลาด,ห้วยข้อง,ห้วยข้อง,20,4.11,30
2013-5,เพชรบุรี,บ้านลาด,ห้วยข้อง,เหียงค้อม,0,1.79,20
2013-5,เพชรบุรี,บ้านลาด,ห้วยข้อง,หนองโสน,10,0.76,10
2013-5,มุกดาหาร,คำชะอี,บ้านค้อ,โคก,0,0,0
2013-5,มุกดาหาร,คำชะอี,บ้านซ่ง,บ้านซ่ง,0,0,0
2013-5,มุกดาหาร,คำชะอี,หนองเอี่ยน,หนองบง,0,0,0
2013-5,มุกดาหาร,ดงหลวง,ชะโนดน้อย,หนองยาง,0,0,0
2013-5,มุกดาหาร,ดงหลวง,หนองบัว,เหล่าดง,0,0,0
2013-5,มุกดาหาร,เมืองมุกดาหาร,คำอาฮวน,โนนสะอาด,0,0,0
2013-5,มุกดาหาร,เมืองมุกดาหาร,ดงเย็น,สามขัว,0,0,0
2013-5,มุกดาหาร,เมืองมุกดาหาร,โพนทราย,ป่งเป้า,0,0,0
2013-5,มุกดาหาร,เมืองมุกดาหาร,โพนทราย,ป่งเป้า,0,0,0
2013-5,ระยอง,บ้านค่าย,ชากบก,ชากบก,17,0,0
2013-5,ราชบุรี,ดำเนินสะดวก,สี่หมื่น,สี่หมื่น,0,0,0
2013-5,ราชบุรี,บางแพ,ดอนคา,ดอนคา,16,3.32,25
2013-5,ราชบุรี,บ้านโป่ง,ดอนกระเบื้อง,ดอนกระเบื้อง,0,0,0
2013-5,ราชบุรี,บ้านโป่ง,ดอนกระเบื้อง,ดอนกระเบื้อง,0,0,0
2013-5,ราชบุรี,บ้านโป่ง,ดอนกระเบื้อง,ดอนกระเบื้อง,10,1.59,10
2013-5,ราชบุรี,บ้านโป่ง,บ้านม่วง,บ้านม่วง,6,2.18,14
2013-5,ราชบุรี,บ้านโป่ง,บ้านม่วง,วังมะนาว,0,0,0
2013-5,ราชบุรี,บ้านโป่ง,บ้านม่วง,วังมะนาว,0,0,0
2013-5,ราชบุรี,บ้านโป่ง,บ้านม่วง,วังมะนาว,10,0.83,10
2013-5,ราชบุรี,โพธาราม,คลองข่อย,คลองข่อย,1,0.15,1
2013-5,ราชบุรี,เมืองราชบุรี,น้ำพุ,น้ำพุ,2,0.26,2
2013-5,ลำพูน,บ้านธิ,ห้วยยาบ,ห้วยยาบ,6.67,1.55,6.67
2013-5,สมุทรปราการ,บางบ่อ,คลองสวน,ตลาดคลองสวน,0,0,0
2013-5,สมุทรปราการ,บางเสาธง,ศีรษะจรเข้น้อย,ศีรษะจรเข้น้อย,25,6.72,32
2013-5,สมุทรสงคราม,บางคนที,บางสะแก,บางสะแก,10,0.81,10
2013-5,สมุทรสงคราม,บางคนที,บางสะแก,บางสะแก,0,0,0
2013-5,สมุทรสงคราม,บางคนที,บางสะแก,คลองชื่อ,20,5.41,20
2013-5,สมุทรสงคราม,บางคนที,โรงหีบ,โรงหีบ,0,0,0
2013-5,สมุทรสงคราม,บางคนที,โรงหีบ,โรงหีบ,0,0,0
2013-5,สมุทรสงคราม,บางคนที,โรงหีบ,คลองวัดกลางเหนือ,0,0,0
2013-5,สมุทรสาคร,บ้านแพ้ว,หลักสอง,,8,1.42,10
2013-5,สระแก้ว,โคกสูง,หนองม่วง,,3,0.4,3
2013-5,สระแก้ว,ตาพระยา,ตาพระยา,,10,1.09,10
2013-5,สระแก้ว,เมืองสระแก้ว,ศาลาลำดวน,,14,3.45,20
2013-5,สระแก้ว,อรัญประเทศ,ทับพริก,,10,2.69,17
2013-5,สุพรรณบุรี,เดิมบางนางบวช,เขาพระ,,23.33,4.71,30
2013-5,สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,,10,2.57,22
2013-5,สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,,8,1.5,12
2013-5,สุราษฎร์ธานี,คีรีรัฐนิคม,ย่านยาว,,26,9.23,42
2013-5,สุราษฎร์ธานี,ท่าชนะ,ประสงค์,,26,9.38,35
2013-5,สุราษฎร์ธานี,บ้านนาสาร,เพิ่มพูนทรัพย์,,6,2.05,8
2013-5,อำนาจเจริญ,ชานุมาน,ชานุมาน,,0,0,0
2013-5,อำนาจเจริญ,ปทุมราชวงศา,นาหว้า,,0,0,0
2013-5,อำนาจเจริญ,พนา,จานลาน,,0,0,0
2013-5,อำนาจเจริญ,เมืองอำนาจเจริญ,ห้วยไร่,,0,0,0
2013-4,กระบี่,เขาพนม,เขาดิน,,23.33,7.69,40
2013-4,กระบี่,เขาพนม,เขาดิน,,16.67,2.82,23.33
2013-4,กระบี่,คลองท่อม,คลองพน,,8.57,2.59,8.57
2013-4,กระบี่,คลองท่อม,ลำทับ,,0,0,0
2013-4,กระบี่,คลองท่อม,ลำทับ,,18.18,0,0
2013-4,กระบี่,ลำทับ,ลำทับ,นาพรุ,0,0,0
2013-4,กาญจนบุรี,ท่าม่วง,พังตรุ,หนองหม้อแกง,13.33,3.69,26.67
2013-4,นครศรีธรรมราช,ลานสกา,กำโลน,คีรีวง,6.67,1.4,10
2013-4,นครศรีธรรมราช,ลานสกา,กำโลน,วังไทร,6.67,2.45,16.67
2013-4,ประจวบคีรีขันธ์,ทับสะแก,เขาล้าน,พุตะแบก,20,4.55,43.33
2013-4,เพชรบุรี,ท่ายาง,มาบปลาเค้า,มาบปลาเค้า,50,13.33,60
2013-4,เพชรบุรี,ท่ายาง,มาบปลาเค้า,มาบปลาเค้า,60,13.21,70
2013-4,เพชรบุรี,ท่ายาง,มาบปลาเค้า,ตาลกง,40,16.67,60
2013-4,สมุทรสงคราม,อัมพวา,ท่าคา,ท่าคา,30,4.05,30
2013-4,สมุทรสงคราม,อัมพวา,ท่าคา,ท่าคา,0,0,0
2013-4,สมุทรสงคราม,อัมพวา,ท่าคา,ท่าคา,30,4.55,30
2013-4,สมุทรสงคราม,อัมพวา,เหมืองใหม่,เหมืองใหม่,30,3.19,30
2013-4,สมุทรสงคราม,อัมพวา,เหมืองใหม่,ปลายคลองเหมืองใหม่,50,8.45,60
2013-4,สมุทรสงคราม,อัมพวา,เหมืองใหม่,ปลายคลองชนาง,30,4.21,40
2013-4,สุพรรณบุรี,สองพี่น้อง,ต้นตาล,แม่พระประจักษ์,3.33,0.59,3.33
2013-4,สุราษฎร์ธานี,กาญจนดิษฐ์,คลองสระ,ม่วงลีบ,23.33,6.15,26.67
2013-4,สุราษฎร์ธานี,กาญจนดิษฐ์,คลองสระ,ม่วงลีบ,23.33,6.15,26.67
2013-4,สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,ท่าทองใหม่,26.67,8.4,36.67
2013-4,สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,ท่าทองใหม่,26.67,8.4,36.67
2013-3,กระบี่,คลองท่อม,ทรายขาว,ห้วยลึก,24.56,7.97,38.6
2013-3,กระบี่,เมืองกระบี่,หนองทะเล,เกาะกวาง,24.56,7.53,43.86
2013-3,นครศรีธรรมราช,ฉวาง,นาแว,ในไร่,31.25,5.89,57.81
2013-3,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ควนดินแดง,10,1.97,22.5
2013-3,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ห้วยปรง,5,1.34,12.5
2013-3,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ทุ่งใหญ่,7.5,1.66,17.5
2013-3,นครศรีธรรมราช,ชะอวด,บ้านตูล,บ้านตูล,10,3.7,25
2013-3,นครศรีธรรมราช,ชะอวด,บ้านตูล,ตูล,10,4.18,32.5
2013-3,นครศรีธรรมราช,ชะอวด,บ้านตูล,ควนเงิน,10,3.64,27.5
2013-3,นครศรีธรรมราช,ชะอวด,บ้านตูล,กุมแป,7.5,2.71,20
2013-3,นครศรีธรรมราช,ชะอวด,บ้านตูล,วังกลม,7.5,2.23,15
2013-3,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองบัว,50.63,16.43,164.56
2013-3,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ที่วัง,28,5.79,34
2013-3,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ก้างปลา,0,0,0
2013-3,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ก้างปลา,61.54,9.01,76.92
2013-3,นครศรีธรรมราช,ทุ่งใหญ่,บางรูป,บางรูป,71.43,21.65,150
2013-3,นครศรีธรรมราช,พระพรหม,นาสาร,มะม่วงตลอด,53.06,17.74,202.04
2013-3,นครศรีธรรมราช,พระพรหม,นาสาร,ห้วยพระ,40.54,13.67,110.81
2013-3,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,สว่าง,42.11,9.67,84.21
2013-3,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,คงคาเลียบ,51.72,8.46,75.86
2013-3,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,อ่างสำโรง,26.32,3.65,39.47
2013-3,นครศรีธรรมราช,สิชล,ทุ่งใส,ทุ่งใส,25,3.72,35
2013-3,นครศรีธรรมราช,สิชล,ทุ่งใส,เขาเหลง,20,2.79,25
2013-2,กระบี่,เกาะลันตา,ศาลาด่าน,ศาลาด่าน,7,2.4,7
2013-2,กระบี่,คลองท่อม,ทรายขาว,ทรายขาว,9,2.79,9
2013-2,กระบี่,เมืองกระบี่,หนองทะเล,หนองทะเล,14.71,2.53,17.65
2013-2,กาญจนบุรี,ท่าม่วง,รางสาลี่,สระกลอย,30,6.87,58
2013-2,กาญจนบุรี,ท่าม่วง,หนองตากยา,คอเขา,32,11.75,70
2013-2,กาญจนบุรี,ไทรโยค,ท่าเสา,ท่าเสา,46,4.6,58
2013-2,จันทบุรี,แก่งหางแมว,แก่งหางแมว,โป่งขนมจีน,24,4.83,31
2013-2,จันทบุรี,แก่งหางแมว,แก่งหางแมว,โป่งขนมจีน,24,4.83,31
2013-2,จันทบุรี,โป่งน้ำร้อน,ทับไทร,ดงจิก,24,4.84,28
2013-2,จันทบุรี,สอยดาว,ทุ่งขนาน,หนองบอน,24,4.52,35
2013-2,จันทบุรี,สอยดาว,ทุ่งขนาน,หนองบอน,27,4.52,35
2013-2,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,คลองนา,17,5.34,21
2013-2,ฉะเชิงเทรา,ราชสาส์น,ดงน้อย,ดงน้อย,40,9.86,68
2013-2,ชลบุรี,พนัสนิคม,บ้านช้าง,สวนผัก,42.86,9.62,92.21
2013-2,ชลบุรี,ศรีราชา,บ่อวิน,บ่อวิน,27,11.08,39
2013-2,ชุมพร,ท่าแซะ,รับร่อ,หาดใน,49.06,17.76,115.09
2013-2,ชุมพร,ทุ่งตะโก,ทุ่งตะไคร,ทุ่งตะไคร,34.31,9.05,53.92
2013-2,ชุมพร,หลังสวน,บ้านควน,บ้านควน,27.45,42.86,85.29
2013-2,นครปฐม,กำแพงแสน,ทุ่งขวาง,ทุ่งขวาง,31,8.12,62
2013-2,นครปฐม,นครชัยศรี,บางระกำ,บางระกำ,42,9.28,64
2013-2,นครปฐม,เมืองนครปฐม,สนามจันทร์,สนามจันทร์,25,5.44,40
2013-2,นครปฐม,สามพราน,คลองใหม่,คลองใหม่,24,4.51,35
2013-2,นครศรีธรรมราช,ฉวาง,นาแว,นาแว,18,2.79,18
2013-2,นครศรีธรรมราช,ชะอวด,วังอ่าง,วังอ่าง,14,2.2,27
2013-2,นครศรีธรรมราช,ทุ่งสง,เขาขาว,สหกรณ์,32.5,13.47,82.5
2013-2,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ชายเขา,22.5,6.47,37.5
2013-2,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,ท่าซัก,27,8.45,75
2013-2,นนทบุรี,บางกรวย,มหาสวัสดิ์,โรงหมู,31.9,11.88,57.76
2013-2,นนทบุรี,บางบัวทอง,ละหาร,สุเหร่าแดง,27.5,7.38,33.33
2013-2,นนทบุรี,ปากเกร็ด,คลองพระอุดม,แหลมใหญ่,47.15,17.33,85.37
2013-2,ปทุมธานี,คลองหลวง,คลองสี่,คลองสี่,53.33,22.84,103.33
2013-2,ปทุมธานี,ลำลูกกา,ลำลูกกา,ลำลูกกา,28.7,14.9,45.22
2013-2,ปราจีนบุรี,กบินทร์บุรี,วังท่าช้าง,วังท่าช้าง,27,6.34,39
2013-2,ปราจีนบุรี,นาดี,ทุ่งโพธิ์,ทุ่งโพธิ์,20,7.35,40
2013-2,ปัตตานี,เมืองปัตตานี,บานา,ยูโยะ,7,2.67,8
2013-2,ปัตตานี,เมืองปัตตานี,รูสะมิแล,รูสะมิแล,22,6.27,21
2013-2,พระนครศรีอยุธยา,บางบาล,บางหัก,บางหัก,28.1,6.89,38.84
2013-2,พระนครศรีอยุธยา,บางปะอิน,บางประแดง,บางประแดง,15.45,5.47,28.46
2013-2,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ภูเขาทอง,ภูเขาทอง,33.33,11.37,65
2013-2,พระนครศรีอยุธยา,อุทัย,ข้าวเม่า,ข้าวเม่า,17.21,9.32,50.82
2013-2,มุกดาหาร,คำชะอี,บ้านซ่ง,โพธิ์ศรี,0,0,0
2013-2,ระยอง,ปลวกแดง,ปลวกแดง,ปลวกแดง,14,0,0
2013-2,ระยอง,ปลวกแดง,ปลวกแดง,ปลวกแดง,0,0,0
2013-2,ราชบุรี,ดำเนินสะดวก,สี่หมื่น,สี่หมื่น,4,1.11,9
2013-2,ราชบุรี,บางแพ,ดอนคา,ดอนคา,26,7.47,62
2013-2,ราชบุรี,บ้านโป่ง,บ้านม่วง,บ้านม่วง,12,3.26,18
2013-2,ราชบุรี,โพธาราม,คลองข่อย,คลองข่อย,13,2.42,15
2013-2,เลย,หนองหิน,ตาดข่า,ซำทอง,0,0,0
2013-2,สกลนคร,โคกศรีสุพรรณ,ด่านม่วงคำ,ด่านม่วงคำ,17,5.14,22
2013-2,สกลนคร,นิคมน้ำอูน,นิคมน้ำอูน,หนองเบญจ,10,3.41,14
2013-2,สกลนคร,โพนนาแก้ว,บ้านแป้น,น้ำพุ,9,2.96,12
2013-2,สกลนคร,วาริชภูมิ,คำบ่อ,หนองแปน,5,2.41,9
2013-2,สงขลา,หาดใหญ่,ท่าข้าม,หนองบัว,10.89,3.15,12.87
2013-2,สงขลา,หาดใหญ่,ทุ่งใหญ่,พรุเตาะใน,10.81,2.97,14.86
2013-2,สงขลา,หาดใหญ่,ทุ่งใหญ่,พรุเตาะใน,18.75,3.51,18.75
2013-2,สงขลา,หาดใหญ่,น้ำน้อย,น้ำน้อยใน,15.63,9.09,53.13
2013-2,สงขลา,หาดใหญ่,น้ำน้อย,น้ำน้อยใน,12.99,1.89,10.39
